Game,Platform,Genre,Publisher,Year,Global_Sales_M,Critic_Score,User_Score,ESRB_Rating,Dev_Team_Size,Budget_MUSD,Region,Franchise,Metascore_Bucket
Tiger Park,PS4,Simulation,Thunder Studios,2013,0.03,75,7.7,T,45,35.4,EU,True,Mid
The Storm 5,GC,Action,Blue Games,2005,0.4,66,6.3,M,34,21.2,NA,False,Mid
Rush Odyssey 5,GC,Platform,Neon Interactive,2007,0.93,73,7.9,T,18,9.2,EU,True,Mid
Circuit Epic,XSX,Racing,Crystal Systems,2020,0.26,85,8.4,T,31,17.5,NA,False,High
Elite Collection,PC,Party,Stellar Entertainment,2006,0.63,82,7.7,M,28,10.1,Other,False,High
Attack Tales,PS1,Strategy,Silver Works,1997,0.16,89,8.3,T,9,2.9,EU,True,High
Life Stories 5,PC,Simulation,Neon Designs,2011,0.12,73,6.8,E,40,13.3,Other,True,Mid
Knight Variety,GC,Party,Silver Creations,2001,0.01,69,7.9,T,21,6.1,JP,False,Mid
Circuit Epic 4,PS4,Racing,Lightning Systems,2016,0.2,72,7.5,E,39,32.2,JP,False,Mid
Mega Champion,PC,Sports,Cosmic Labs,2009,0.09,81,8.3,E,51,22.5,EU,True,High
City Adventure,PS5,Simulation,Thunder Games,2020,0.79,87,9.5,E,42,27.7,Other,True,High
Conflict Epic,XSX,Strategy,Cosmic Games,2020,0.06,61,6.6,T,36,18.9,JP,False,Low
Drive Epic,N64,Racing,Cyber Entertainment,2002,0.04,68,6.4,E10+,8,2.3,Other,False,Mid
Scorpion Dimension,N64,Role-Playing,Storm Studios,2002,0.47,81,8.2,E,26,15.3,EU,False,High
Defense Saga,Wii,Strategy,Cosmic Entertainment,2013,0.01,66,6.5,E,16,5.3,Other,True,Mid
Victory Saga,N64,Sports,Green Systems,2002,0.4,68,7.1,E10+,15,5.6,NA,True,Mid
Collection Saga,Wii,Party,Future Interactive,2007,0.05,67,6.0,E,8,1.8,JP,False,Mid
Trophy Odyssey,PS4,Sports,Green Designs,2013,0.12,82,9.0,E,42,46.9,NA,False,High
Dog Fury,PS5,Action,Blue Designs,2020,0.69,81,7.9,E10+,52,69.7,JP,False,High
Hawk Ring: Return,PC,Fighting,Stellar Systems,2019,0.41,91,9.8,E10+,35,17.3,NA,True,Top
Fight Adventure,PS4,Fighting,Crystal Games,2013,0.6,61,6.1,E10+,31,18.4,NA,False,Low
Boost Chronicles: Rebirth,SNES,Platform,Cosmic Labs,1998,0.29,88,8.5,E,21,5.6,JP,True,High
Voyage Chronicles,PC,Adventure,Green Systems,2016,0.07,74,7.0,M,35,10.0,JP,False,Mid
Farm Legends 2,PS4,Simulation,Stellar Entertainment,2013,0.06,69,6.2,E10+,36,30.3,JP,False,Mid
Old Odyssey,N64,Indie,Blue Designs,1996,0.02,77,6.8,E,7,3.6,JP,False,Mid
Command Epic,PS3,Strategy,Golden Entertainment,2006,0.26,82,8.3,E,15,4.6,Other,False,High
Simple Legends 2,PS5,Indie,Stellar Systems,2020,0.3,69,6.8,M,27,25.0,JP,True,Mid
Zoo Epic 3,PC,Simulation,Digital Productions,2010,0.46,53,5.6,M,27,10.5,Other,False,Low
Portal Stories,XSX,Role-Playing,Cosmic Entertainment,2020,0.17,72,7.2,E10+,41,24.2,NA,True,Mid
Bounce Quest,NES,Platform,Cyber Entertainment,1994,0.2,62,6.9,E,23,8.4,Other,True,Low
Velocity Quest: Awakening,PS3,Racing,Neon Designs,2017,0.21,75,8.1,E10+,13,1.9,JP,False,Mid
Siege Chronicles,PS4,Strategy,Purple Designs,2016,0.21,75,7.8,E,28,33.4,EU,False,Mid
Fire Saga,WiiU,Shooter,Stellar Entertainment,2012,0.16,59,5.9,T,18,13.6,NA,True,Low
Eagle Brain,PS1,Puzzle,Cosmic Productions,2005,0.22,71,7.2,E10+,5,4.2,EU,True,Mid
Ultimate World 4,PC,Role-Playing,Stellar Entertainment,2019,2.06,94,9.7,E,50,14.8,JP,True,Top
Conquest Odyssey,N64,Strategy,Lightning Systems,2002,0.14,76,7.2,T,14,5.6,JP,False,Mid
Conflict Quest,PS5,Strategy,Epic Systems,2020,0.2,86,9.2,E,31,23.9,JP,True,High
Think Journey,Wii,Puzzle,Lightning Games,2006,0.06,85,8.9,E10+,3,1.7,JP,True,High
Pure Chronicles,PS2,Indie,Cosmic Studios,2000,0.07,64,5.7,E10+,3,1.2,Other,False,Low
Storm Saga,PC,Action,Cyber Studios,2009,0.73,73,7.1,RP,62,30.2,JP,True,Mid
Brawl Odyssey,Wii,Fighting,Stellar Systems,2013,0.01,80,7.9,E,10,2.9,EU,False,High
Tournament Legends 3,GC,Sports,Purple Labs,2007,2.29,78,7.5,E,21,6.0,EU,False,Mid
Legends Chronicles,Switch,Adventure,Green Labs,2017,0.93,75,7.1,T,5,2.9,NA,False,Mid
Ultimate Quest 5,WiiU,Adventure,Stellar Systems,2014,0.4,55,6.8,M,20,5.9,EU,True,Low
Strike Stories,PS4,Action,Thunder Interactive,2013,0.21,68,6.2,E,57,47.2,Other,False,Mid
Aim Journey,PS1,Shooter,Thunder Studios,2005,1.08,98,9.8,T,33,16.3,EU,False,Top
Enigma Journey,PS2,Puzzle,Neon Designs,2009,0.02,83,7.7,T,3,1.2,EU,False,High
Mystery Adventure,Wii,Puzzle,Stellar Entertainment,2013,0.37,82,7.6,T,4,2.5,NA,False,High
Rage Saga,PS5,Action,Future Interactive,2020,0.22,52,5.4,E10+,25,12.9,JP,False,Low
Rat Scope,PS4,Shooter,Thunder Studios,2013,0.84,65,6.7,RP,24,23.8,JP,False,Mid
Game Legends 3,SNES,Sports,Thunder Games,1998,0.04,67,6.8,E10+,15,2.6,JP,False,Mid
Command Stories,PC,Strategy,Green Labs,1995,0.04,79,8.0,M,27,16.4,EU,False,Mid
Bundle Chronicles,GC,Party,Cyber Studios,2006,0.05,86,8.3,T,15,10.9,JP,True,High
Old Odyssey,PC,Indie,Silver Creations,2018,0.06,71,6.8,E,20,4.3,NA,True,Mid
Bear War,PC,Strategy,Purple Labs,2007,0.04,70,6.6,RP,48,34.5,JP,False,Mid
Bundle Adventure,Switch,Party,Lightning Systems,2017,0.23,70,7.4,T,21,11.9,JP,True,Mid
Command Saga,PC,Strategy,Thunder Studios,2008,0.02,61,6.4,M,28,12.5,NA,False,Low
Robot Collection: Revelation,Switch,Party,Blue Designs,2023,0.47,90,9.8,T,14,8.3,Other,False,Top
Vintage Legends,NES,Indie,Blue Games,1994,0.14,73,6.9,M,5,0.6,Other,False,Mid
Run Legends 5,GC,Platform,Thunder Games,2001,0.15,75,7.6,M,13,7.2,NA,False,Mid
City Odyssey 4,PC,Simulation,Red Entertainment,2020,0.03,48,5.2,E,29,7.7,JP,False,Low
Lord Combat: Revenge,WiiU,Fighting,Cosmic Entertainment,2017,0.11,89,9.1,E,11,4.7,Other,False,High
Voyage Journey,PS5,Adventure,Thunder Games,2020,0.23,36,3.5,M,52,24.1,Other,False,Low
Empire Chronicles,PS5,Role-Playing,Red Entertainment,2020,0.57,85,9.0,T,47,26.1,JP,False,High
Conflict Stories,PC,Strategy,Cosmic Games,2013,0.02,76,7.9,E,21,12.2,JP,True,Mid
Variety Stories,NES,Party,Red Entertainment,1994,0.09,63,6.8,E10+,19,3.9,NA,False,Low
Challenge Chronicles 3,Switch,Puzzle,Golden Entertainment,2017,0.32,80,8.5,T,4,1.7,EU,False,High
Force Journey 2,SNES,Action,Cosmic Entertainment,1998,0.01,93,9.1,T,19,5.9,JP,False,Top
Robot Retro,PS4,Indie,Thunder Interactive,2016,0.61,81,8.2,T,18,14.0,JP,True,High
Conquest Odyssey,X360,Strategy,Crystal Games,2005,0.08,66,7.1,T,15,6.6,JP,False,Mid
Power Chronicles: Revelation,GC,Action,Cosmic Labs,2001,0.34,62,6.4,E,19,19.5,Other,False,Low
Think Quest 5,PS4,Puzzle,Neon Works,2014,0.14,82,7.8,T,25,8.5,EU,False,High
Shot Odyssey,PC,Shooter,Storm Studios,2014,0.26,61,6.1,E10+,53,39.7,JP,False,Low
Wolf Defense,PS4,Strategy,Silver Labs,2013,0.09,77,6.9,T,37,15.1,Other,False,Mid
Nitro Quest,Switch,Racing,Green Systems,2017,0.58,73,7.0,E,19,15.2,EU,True,Mid
Challenge Odyssey,Wii,Puzzle,Cosmic Games,2008,0.02,70,7.5,E,5,2.8,EU,False,Mid
Mage World,XSX,Simulation,Cosmic Studios,2020,1.15,83,8.4,T,24,21.1,EU,True,High
Aim Stories,XOne,Shooter,Silver Works,2013,1.63,58,5.6,E,76,14.5,NA,False,Low
Circuit Chronicles,PS5,Racing,Neon Designs,2020,0.02,55,4.4,E,3,3.3,JP,False,Low
Quest Tales,PC,Adventure,Green Labs,2020,0.07,56,5.3,M,28,8.6,EU,False,Low
Trigger Quest,PS1,Shooter,Crystal Systems,2005,0.39,79,7.4,T,30,10.7,EU,True,Mid
Tournament Journey 2,PC,Sports,Purple Labs,2008,0.02,55,5.3,RP,29,12.0,EU,False,Low
Old Saga: Revenge,GC,Indie,Future Interactive,2007,0.17,68,6.9,M,5,1.2,NA,True,Mid
League Stories,Switch,Sports,Stellar Systems,2017,0.04,74,7.8,M,8,5.1,Other,False,Mid
Challenge Chronicles,PS5,Puzzle,Storm Games,2020,0.18,98,9.8,M,17,10.5,EU,True,Top
Champion Odyssey,PS2,Sports,Crystal Entertainment,2012,2.32,81,8.7,RP,12,3.1,Other,True,High
Tournament Legends 5,Switch,Sports,Epic Systems,2017,0.75,70,6.5,M,17,15.8,NA,False,Mid
Run Legends 5,Switch,Platform,Silver Labs,2017,0.2,58,5.9,T,15,3.8,NA,True,Low
Knight Simple,Switch,Indie,Golden Entertainment,2018,0.26,70,7.6,E,3,1.9,NA,False,Mid
Master Command: Revenge,X360,Strategy,Epic Systems,2005,0.13,71,7.6,E,15,2.2,JP,True,Mid
Aim Epic,Wii,Shooter,Stellar Systems,2011,2.25,61,6.1,E,39,25.7,Other,False,Low
Final Chronicles: Rebirth,PS5,Sports,Cyber Studios,2020,0.73,78,8.2,M,24,10.8,EU,False,Mid
Elite Journey,NES,Adventure,Cosmic Labs,1994,0.02,58,5.9,M,14,4.8,EU,False,Low
Crow Quest: Return,SNES,Adventure,Cosmic Studios,1996,0.11,71,7.4,M,14,3.9,EU,False,Mid
Rush Journey,GC,Platform,Thunder Studios,2007,0.14,66,6.5,E10+,14,7.3,JP,False,Mid
Path Odyssey,PC,Role-Playing,Crystal Designs,2007,0.02,68,7.0,E,51,12.8,Other,False,Mid
Life Chronicles 4,XOne,Simulation,Stellar Entertainment,2014,0.31,70,6.8,E,25,20.7,NA,False,Mid
Blast Adventure,PS5,Shooter,Red Entertainment,2020,1.49,67,6.6,M,46,37.4,NA,False,Mid
The Gate,PS4,Role-Playing,Thunder Games,2019,0.73,87,9.3,M,74,40.2,NA,False,High
Pure Journey,N64,Indie,Cosmic Entertainment,2002,0.24,89,7.6,E10+,3,1.2,EU,True,High
Attack Saga 5,Wii,Strategy,Crystal Systems,2013,0.33,61,6.4,E,16,9.7,Other,True,Low
Cup Quest,X360,Sports,Thunder Studios,2014,0.14,73,6.8,T,17,11.9,NA,True,Mid
Scorpion Final,PS2,Sports,Blue Designs,2010,0.99,62,5.9,M,16,13.9,EU,False,Low
Legend Riddle,NES,Puzzle,Digital Productions,1994,0.03,64,6.3,E,4,1.5,EU,True,Low
Prince Fighter,WiiU,Action,Purple Designs,2017,0.15,71,7.8,T,22,24.6,Other,False,Mid
Jump Tales,Switch,Platform,Stellar Systems,2020,0.14,61,5.4,E,13,3.2,EU,False,Low
Hawk Hotel,WiiU,Simulation,Legendary Entertainment,2017,0.07,72,7.1,E10+,19,8.8,EU,True,Mid
Warrior Challenge,PS5,Puzzle,Lightning Games,2020,0.19,69,7.1,E,17,11.7,NA,True,Mid
Conquest Legends,N64,Strategy,Neon Works,2002,0.05,75,7.2,E10+,20,7.4,NA,True,Mid
Vintage Quest,Switch,Indie,Green Systems,2017,0.01,59,6.0,E,7,3.8,JP,False,Low
Party Epic,GC,Party,Storm Games,2007,0.57,75,7.3,E,12,4.0,Other,False,Mid
Pirate Battle,Wii,Strategy,Thunder Games,2013,0.11,64,6.7,E10+,9,4.3,JP,False,Low
Lion Dash 5,GC,Platform,Legendary Entertainment,2007,0.08,79,8.1,T,14,5.5,JP,True,Mid
Mega Combat 3,PS4,Fighting,Lightning Games,2014,0.15,52,5.4,E,18,15.9,NA,True,Low
Dash Journey 5,NES,Platform,Legendary Entertainment,1987,0.15,69,7.2,E10+,6,3.5,Other,False,Mid
Combat Stories,NES,Fighting,Future Interactive,1994,0.34,70,6.9,E10+,18,13.0,JP,True,Mid
Vintage Odyssey,PS3,Indie,Thunder Games,2006,0.03,85,8.4,M,3,2.5,Other,False,High
Mind Journey,XOne,Puzzle,Lightning Games,2014,0.07,62,5.8,M,24,16.1,EU,False,Low
Dog Bridge 3,NES,Role-Playing,Cosmic Entertainment,1994,0.6,94,9.8,E,33,9.7,NA,False,Top
Dimension Legends,PS2,Role-Playing,Blue Designs,2012,0.13,66,7.1,T,29,10.3,JP,False,Mid
World Chronicles,Switch,Simulation,Crystal Entertainment,2017,0.11,77,7.9,E,10,2.9,JP,False,Mid
Warrior Mind,Switch,Puzzle,Thunder Entertainment,2020,0.05,83,8.3,E,5,3.7,Other,True,High
Warrior Realm,PS4,Role-Playing,Cosmic Games,2013,0.47,58,5.9,E,55,20.2,EU,False,Low
Track Tales,PC,Racing,Lightning Games,2005,1.07,66,6.6,M,35,13.9,JP,False,Mid
Indie Odyssey,PS1,Indie,Lightning Games,1995,0.16,63,5.4,M,5,1.5,EU,False,Low
Blast Tales,Switch,Shooter,Storm Games,2017,0.23,67,6.0,E10+,28,13.6,Other,True,Mid
Battle Stories,SNES,Strategy,Crystal Entertainment,1998,0.14,74,7.7,RP,11,4.9,NA,True,Mid
Ninja Fury 5,Switch,Action,Neon Systems,2017,0.23,74,7.6,M,33,33.4,NA,False,Mid
Launch Adventure,PS1,Platform,Digital Productions,2005,0.14,55,5.2,E,11,8.9,EU,False,Low
Pure Saga,WiiU,Indie,Crystal Games,2013,0.12,80,8.4,M,4,2.6,Other,False,High
Bundle Journey,X360,Party,Stellar Entertainment,2008,1.2,71,7.1,M,21,6.5,Other,False,Mid
Run Chronicles: Rebirth,PS3,Platform,Crystal Designs,2016,0.1,75,8.4,E,9,7.5,Other,True,Mid
Nitro Saga,Switch,Racing,Lightning Games,2019,0.21,70,6.9,T,6,2.8,NA,False,Mid
Tournament Legends,PC,Fighting,Neon Interactive,2014,0.26,77,7.5,M,35,18.1,NA,False,Mid
Bear Quest,PS1,Adventure,Crystal Designs,2005,0.22,82,8.3,E,16,4.6,EU,False,High
Warrior Brawl,GC,Fighting,Thunder Interactive,2003,0.33,78,7.1,T,7,1.5,NA,False,Mid
Dragon Battle,X360,Strategy,Cosmic Labs,2005,0.09,53,4.3,E10+,17,6.0,EU,False,Low
Fury Epic,PS4,Action,Crystal Designs,2013,0.07,51,5.6,M,51,60.3,NA,False,Low
Phoenix Clash 4,PC,Fighting,Neon Works,2010,0.29,94,9.8,RP,32,10.3,NA,False,Top
Dash Odyssey,PS4,Platform,Digital Productions,2013,1.46,84,8.9,T,34,13.1,NA,True,High
Fire Saga,Switch,Shooter,Digital Productions,2017,0.39,76,8.2,E,12,10.8,JP,False,Mid
Old Odyssey,PS4,Indie,Purple Labs,2019,0.32,86,8.4,M,21,16.9,EU,True,High
Rabbit Final,PS3,Sports,Purple Labs,2006,0.21,73,6.0,T,13,8.6,Other,False,Mid
Monster Tactics,PS4,Strategy,Cyber Studios,2013,0.01,69,6.5,M,21,12.8,EU,True,Mid
Launch Quest,Switch,Platform,Purple Works,2017,0.32,65,6.3,T,11,4.6,JP,True,Mid
Brawl Journey,PS2,Fighting,Neon Designs,2012,0.01,62,6.2,T,16,9.1,Other,False,Low
Warrior Rage,XOne,Action,Red Entertainment,2013,0.18,69,6.4,M,75,32.4,Other,False,Mid
Explorer Adventure,GC,Adventure,Stellar Systems,2007,0.2,84,8.0,E,6,2.3,Other,True,High
Target Legends: Resurrection,XOne,Shooter,Storm Games,2014,0.86,64,6.2,E10+,44,29.1,JP,False,Low
Classic Epic,N64,Indie,Crystal Games,2002,0.15,79,7.1,M,3,0.5,NA,True,Mid
Trophy Odyssey 2,X360,Sports,Crystal Games,2008,0.16,70,7.1,M,15,10.8,EU,True,Mid
Prince Hotel: Revolution,PS2,Simulation,Neon Works,2012,0.09,93,9.2,E10+,9,2.9,Other,False,Top
Super Brain 2,PS4,Puzzle,Mystic Labs,2013,0.13,62,5.9,M,16,4.6,EU,True,Low
Defense Tales 4,PS3,Strategy,Blue Designs,2007,0.53,86,8.7,T,21,5.2,Other,False,High
Challenge Saga 3,PS4,Puzzle,Crystal Entertainment,2013,0.04,73,7.2,E,29,27.4,Other,False,Mid
Rat Weapon,PS1,Shooter,Silver Labs,1998,2.58,83,7.8,M,22,10.5,JP,True,High
Mage Discovery,PS3,Adventure,Digital Productions,2006,0.61,85,8.4,T,13,8.7,EU,False,High
Tournament Adventure 2,N64,Sports,Epic Systems,2002,0.11,51,4.5,T,20,9.3,JP,False,Low
Aim Odyssey,PS4,Shooter,Legendary Entertainment,2013,0.05,72,7.6,M,38,12.5,NA,False,Mid
Phoenix Indie,N64,Indie,Silver Works,2002,0.15,81,8.3,E,3,1.3,JP,False,High
Pro Vintage: Redemption,PS2,Indie,Neon Interactive,2012,0.14,60,5.8,T,6,4.2,EU,False,Low
Restaurant Tales 4,SNES,Simulation,Thunder Entertainment,1998,0.06,88,8.6,E,3,1.4,JP,False,High
Fox Bridge,PS5,Role-Playing,Thunder Studios,2020,0.2,73,7.2,M,55,26.0,NA,False,Mid
Raven Bridge,N64,Role-Playing,Purple Designs,2002,0.02,72,7.4,E10+,14,9.5,EU,False,Mid
Gun Saga: Revelation,Wii,Shooter,Purple Labs,2013,0.96,59,5.5,E10+,23,9.7,EU,True,Low
Brawl Tales 3,Switch,Fighting,Red Entertainment,2018,0.78,86,8.5,E,13,8.7,Other,False,High
Super Discovery,Switch,Adventure,Digital Productions,2017,0.27,75,7.6,E,18,3.2,EU,False,Mid
Ninja Gate,PS4,Role-Playing,Stellar Systems,2018,0.86,87,8.3,M,47,17.4,JP,False,High
Variety Legends,XSX,Party,Cosmic Games,2020,0.05,69,6.6,T,30,34.5,JP,True,Mid
Force Quest,PS1,Action,Silver Creations,2005,0.44,85,7.8,E,36,19.3,Other,False,High
Launch Adventure,PS1,Platform,Crystal Designs,2005,0.29,73,7.4,T,14,2.2,EU,True,Mid
Trophy Journey,XOne,Sports,Legendary Entertainment,2013,0.5,84,8.4,E10+,32,23.0,EU,False,High
Ultimate Explorer,SNES,Adventure,Thunder Studios,1998,0.01,58,5.6,M,15,7.1,Other,True,Low
Arcade Quest,PS4,Indie,Purple Works,2015,0.12,57,5.9,M,23,10.6,NA,True,Low
Dimension Adventure,PC,Role-Playing,Crystal Entertainment,2020,0.7,53,6.2,M,57,14.7,JP,False,Low
Sim Chronicles,X360,Simulation,Storm Studios,2007,0.75,59,6.6,E,14,8.7,Other,False,Low
Tactics Epic,XOne,Strategy,Neon Designs,2013,0.2,83,8.7,M,38,18.0,EU,True,High
Mouse Think: Revelation,XSX,Puzzle,Cosmic Games,2020,0.12,61,6.2,E10+,26,24.0,EU,False,Low
Spring Legends,Switch,Platform,Legendary Entertainment,2017,0.52,76,8.1,M,16,8.7,EU,False,Mid
Spring Chronicles,Switch,Platform,Thunder Studios,2017,0.54,63,5.9,E10+,14,9.6,NA,True,Low
Samurai Indie,Wii,Indie,Legendary Entertainment,2013,0.59,88,8.3,M,4,1.2,EU,True,High
Samurai Think,PC,Puzzle,Digital Productions,2011,0.06,60,6.4,M,21,14.7,JP,True,Low
Boost Odyssey 4,Wii,Platform,Green Labs,2010,0.01,80,8.2,E,10,2.6,JP,False,High
Collection Saga,X360,Party,Lightning Games,2005,0.12,81,8.2,T,15,3.7,NA,False,High
Rabbit Season,Switch,Sports,Thunder Studios,2017,1.6,80,7.5,E,10,6.5,NA,True,High
Scope Odyssey,PS2,Shooter,Digital Productions,2010,0.12,67,6.4,T,25,17.4,NA,False,Mid
Challenge Journey,X360,Puzzle,Silver Works,2013,0.02,95,8.7,E,5,4.5,EU,False,Top
Finish Quest,PS1,Racing,Cosmic Games,2005,0.24,73,7.2,T,16,13.0,NA,True,Mid
Monster Odyssey 3,PC,Adventure,Neon Designs,2014,0.01,66,7.0,T,46,14.4,EU,True,Mid
Game Legends,SNES,Sports,Golden Entertainment,1998,0.52,72,6.8,M,18,5.0,Other,False,Mid
Pirate Classic 2,PC,Indie,Cosmic Games,2006,0.09,83,7.9,M,25,12.7,EU,True,High
Dimension Journey,Wii,Role-Playing,Stellar Entertainment,2006,0.04,90,9.1,T,23,15.4,EU,False,Top
Dragon Arcade 3,PS2,Indie,Green Designs,2011,0.22,69,7.4,E10+,5,4.0,Other,False,Mid
Solve Journey: Rising,X360,Puzzle,Green Designs,2013,0.08,69,7.2,M,4,1.1,Other,False,Mid
Defense Tales,XSX,Strategy,Thunder Studios,2024,0.13,58,6.1,M,18,16.3,NA,False,Low
Pack Stories,Wii,Party,Mystic Labs,2013,0.07,85,8.2,E10+,12,3.9,JP,True,High
Drive Saga,PS4,Racing,Thunder Studios,2013,0.25,77,7.8,E,37,34.6,EU,False,Mid
Combat Epic,PS4,Action,Cyber Entertainment,2013,0.01,72,7.1,E10+,36,31.6,EU,True,Mid
Master Arena: Revival,XOne,Fighting,Cosmic Games,2020,0.1,69,7.3,E,30,26.7,EU,True,Mid
Portal Stories,PC,Role-Playing,Cosmic Productions,2007,1.89,74,6.8,M,43,24.0,Other,False,Mid
Discovery Adventure,Switch,Adventure,Cyber Studios,2017,0.48,62,6.1,M,14,5.6,EU,False,Low
Crow Leap,PS4,Platform,Storm Interactive,2013,0.06,81,8.2,M,41,45.4,Other,False,High
Trigger Adventure 4,PS4,Shooter,Purple Works,2013,0.21,73,6.2,E10+,48,23.6,NA,False,Mid
Leap Journey,Wii,Platform,Silver Creations,2007,0.04,77,7.7,E10+,17,7.6,EU,False,Mid
Blast Tales,XSX,Shooter,Thunder Games,2020,0.46,76,7.4,E,68,93.9,Other,False,Mid
Mind Saga 2,PC,Puzzle,Purple Designs,2007,0.01,84,7.8,E,24,14.2,NA,True,High
Siege Tales,PS4,Strategy,Silver Creations,2013,0.28,87,8.2,M,39,25.2,NA,True,High
Blast Stories,Switch,Shooter,Green Designs,2017,0.87,64,6.0,M,37,26.8,EU,True,Low
Master Defense,PS4,Strategy,Crystal Games,2013,0.05,85,8.9,M,27,10.0,Other,False,High
Pro Combat,XOne,Action,Crystal Systems,2013,0.14,63,5.6,E10+,46,45.9,NA,False,Low
Ultimate Gun,N64,Shooter,Storm Studios,2002,0.39,65,6.3,M,23,10.0,NA,False,Mid
Duel Epic,PS5,Fighting,Mystic Labs,2020,0.09,87,8.1,E,31,21.4,Other,False,High
Assortment Chronicles,Wii,Party,Lightning Systems,2006,0.65,86,9.3,E,8,4.0,EU,False,High
Eagle Gun,PS1,Shooter,Cosmic Entertainment,2005,0.16,59,6.1,E,31,10.5,EU,False,Low
Championship Tales,Wii,Fighting,Storm Studios,2010,0.02,53,5.1,M,23,17.6,NA,True,Low
Scorpion Party,GC,Party,Purple Labs,2007,0.44,70,7.4,E,14,8.6,JP,False,Mid
Bounce Odyssey 4,GC,Platform,Green Labs,2007,0.59,78,7.9,T,11,6.0,JP,True,Mid
Expedition Epic 4,PS4,Adventure,Purple Studios,2013,0.1,61,5.3,T,34,23.1,Other,True,Low
Kingdom Adventure 2,NES,Role-Playing,Cosmic Labs,1994,0.03,63,5.8,E10+,31,6.6,EU,False,Low
Bullet Stories: Revival,PC,Shooter,Thunder Entertainment,2007,0.66,83,9.4,T,56,17.0,NA,True,High
War Chronicles,GC,Strategy,Stellar Entertainment,2007,0.32,74,7.6,E,17,13.4,EU,True,Mid
Retro Epic 4,PS2,Indie,Thunder Entertainment,2012,0.11,84,8.3,E,3,1.4,JP,False,High
Riddle Tales,PS3,Puzzle,Legendary Entertainment,2017,0.41,90,9.5,T,4,1.9,EU,False,Top
Dash Saga 2,PS1,Platform,Golden Entertainment,2005,0.24,63,6.2,E,16,6.8,JP,True,Low
Expedition Epic,PC,Adventure,Epic Systems,2021,0.06,63,5.9,E,24,14.8,EU,False,Low
Cat Arcade,PS2,Indie,Digital Productions,2000,0.02,81,8.1,E,5,1.6,Other,True,High
Realm Adventure,NES,Role-Playing,Thunder Studios,1994,0.31,72,7.0,E,46,11.7,EU,True,Mid
Knight Voyage,Switch,Adventure,Digital Productions,2017,0.09,69,7.2,T,19,12.2,JP,True,Mid
Turbo Tales,WiiU,Racing,Silver Works,2012,0.07,79,8.9,E10+,17,10.9,NA,False,Mid
Mystery Epic,XOne,Puzzle,Mystic Labs,2020,0.26,76,8.1,T,26,15.8,Other,True,Mid
Phoenix Dash: Redemption,Wii,Platform,Silver Works,2013,0.45,81,7.5,E,15,9.0,EU,False,High
Shark Brawl,Wii,Fighting,Red Entertainment,2013,0.22,68,6.6,M,14,4.6,NA,True,Mid
Crow Storm,PS3,Action,Thunder Interactive,2017,1.31,71,7.6,E10+,30,10.5,Other,True,Mid
Tiger Park,PS5,Simulation,Silver Labs,2020,0.33,63,5.8,E,38,20.9,EU,False,Low
Simple Quest 4,PS2,Indie,Silver Creations,2012,0.07,64,7.0,E,3,1.8,Other,True,Low
Gun Journey,PS5,Shooter,Cosmic Labs,2020,0.11,65,5.8,E10+,62,48.3,Other,False,Mid
Combat Journey,Switch,Action,Cyber Entertainment,2017,1.06,61,6.1,E10+,34,10.5,JP,False,Low
Samurai Rage,Switch,Action,Thunder Games,2017,0.27,55,5.8,E,38,26.4,Other,False,Low
Kingdom Adventure 2,PC,Role-Playing,Storm Studios,2017,0.24,69,5.9,E,66,13.7,NA,True,Mid
Warrior Duel,PS1,Fighting,Crystal Designs,2005,0.15,82,8.0,E10+,21,10.9,Other,True,High
School Odyssey,XSX,Indie,Stellar Systems,2020,0.1,93,9.5,M,38,44.0,NA,True,Top
Hero Velocity,XOne,Racing,Stellar Systems,2013,0.03,65,6.1,E,33,27.0,Other,True,Mid
Scope Odyssey 5,Switch,Shooter,Neon Systems,2017,0.06,69,6.8,T,35,23.7,JP,False,Mid
Universe Odyssey,Switch,Role-Playing,Neon Systems,2017,0.45,76,8.4,M,14,11.4,JP,False,Mid
The Collection,NES,Party,Purple Labs,1994,0.02,61,6.0,E,17,11.8,Other,False,Low
Collection Tales,Switch,Party,Blue Games,2017,0.14,83,7.9,M,9,5.1,Other,False,High
Prince Odyssey,SNES,Adventure,Silver Works,1998,1.63,80,7.7,E,15,6.2,EU,True,High
Puzzle Quest,PS2,Puzzle,Storm Interactive,2011,0.07,65,6.6,RP,5,1.9,EU,True,Mid
Phoenix Duel 5,Switch,Fighting,Future Interactive,2017,0.17,68,6.3,E,19,8.8,EU,False,Mid
Attack Stories,GC,Strategy,Epic Systems,2001,0.13,66,6.9,E,19,15.1,JP,False,Mid
Kingdom Quest,XSX,Role-Playing,Thunder Studios,2020,0.61,79,7.8,M,68,85.3,EU,False,Mid
Trigger Tales,Switch,Shooter,Silver Creations,2017,0.26,48,4.1,T,34,27.9,JP,False,Low
Ring Stories,PS2,Fighting,Neon Interactive,2012,0.75,81,7.6,E,13,4.1,Other,False,High
Spider Defense,PS5,Strategy,Thunder Studios,2020,0.19,62,5.5,E,20,16.8,Other,False,Low
Combat Chronicles,Switch,Fighting,Thunder Interactive,2017,0.59,78,7.3,E,19,3.4,JP,False,Mid
Target Journey: Return,NES,Shooter,Green Designs,1994,0.47,61,6.1,M,34,11.9,NA,True,Low
